timestamp,time_s,x_ut,y_ut,z_ut,magnitude
2026-01-30T11:24:36.068107,34.459,2934.70,1582.00,5619.80,6534.32
2026-01-30T11:24:36.179973,34.571,1288.50,512.60,2142.30,2551.95
2026-01-30T11:24:36.179973,34.571,4188.90,1491.90,6839.50,8157.90
2026-01-30T11:24:36.290593,34.682,1944.10,339.10,3025.60,3612.31
2026-01-30T11:24:36.290593,34.682,4827.20,1075.80,7969.70,9379.52
2026-01-30T11:24:36.291592,34.683,2045.50,131.00,3159.90,3766.46
2026-01-30T11:24:36.401033,34.792,5624.80,384.90,8436.70,10147.14
2026-01-30T11:24:36.401033,34.792,2562.90,-344.30,3491.50,4344.83
2026-01-30T11:24:36.511657,34.903,6546.20,-767.10,9155.50,11281.15
2026-01-30T11:24:36.511657,34.903,3206.50,-1132.90,4130.30,5350.19
2026-01-30T11:24:36.622183,35.013,7910.10,-2731.80,11137.40,13931.05
2026-01-30T11:24:36.622183,35.013,3501.70,-1971.00,5150.40,6532.49
2026-01-30T11:24:36.732796,35.124,8377.20,-3846.20,12761.30,15742.35
2026-01-30T11:24:36.732796,35.124,3804.30,-2378.00,5861.80,7381.62
2026-01-30T11:24:36.843095,35.234,8656.60,-4699.40,14319.70,17380.30
2026-01-30T11:24:36.843095,35.234,4083.00,-3002.90,6662.90,8371.53
2026-01-30T11:24:36.844095,35.235,9679.40,-5812.40,15028.80,18797.33
2026-01-30T11:24:36.954606,35.346,4852.00,-3373.90,6919.40,9099.63
2026-01-30T11:24:36.954606,35.346,11142.40,-6356.10,16236.40,20692.36
2026-01-30T11:24:37.065960,35.457,5129.90,-3243.20,7292.10,9487.30
2026-01-30T11:24:37.065960,35.457,11205.40,-5493.90,15701.60,20057.02
2026-01-30T11:24:37.179999,35.571,5171.90,-2910.50,6992.00,9171.02
2026-01-30T11:24:37.179999,35.571,11406.70,-5189.00,15057.80,19590.20
2026-01-30T11:24:37.291690,35.683,5220.00,-2702.50,6773.00,8968.02
2026-01-30T11:24:37.291690,35.683,11348.10,-4474.10,15178.80,19472.88
2026-01-30T11:24:37.291690,35.683,5108.80,-2469.70,6745.10,8814.51
2026-01-30T11:24:37.416572,35.808,11358.70,-4199.20,15074.80,19336.57
2026-01-30T11:24:37.416572,35.808,5202.70,-2339.70,6516.50,8660.66
2026-01-30T11:24:37.527683,35.919,11140.90,-3982.90,14196.30,18480.21
2026-01-30T11:24:37.527683,35.919,4905.30,-2004.00,6101.40,8081.15
2026-01-30T11:24:37.641024,36.032,10726.30,-2958.60,13528.40,17516.40
2026-01-30T11:24:37.641024,36.032,4761.90,-1494.10,5634.40,7526.92
2026-01-30T11:24:37.641024,36.032,10356.80,-1794.50,12715.30,16497.34
2026-01-30T11:24:37.751438,36.143,4644.00,-1039.80,5244.70,7082.01
2026-01-30T11:24:37.751438,36.143,9837.10,-1159.20,12146.60,15673.29
2026-01-30T11:24:37.859581,36.251,4190.40,-794.20,5183.00,6712.20
2026-01-30T11:24:37.859581,36.251,8055.80,-636.50,12683.80,15039.28
2026-01-30T11:24:37.967241,36.358,2789.00,-283.50,5295.60,5991.85
2026-01-30T11:24:37.967241,36.358,5656.30,324.80,11229.40,12577.70
2026-01-30T11:24:38.076115,36.467,1847.20,-21.40,4586.50,4944.55
2026-01-30T11:24:38.076115,36.467,3772.80,769.40,10493.70,11177.82
2026-01-30T11:24:38.185460,36.577,1098.50,140.80,4141.20,4286.73
2026-01-30T11:24:38.185460,36.577,2087.60,1056.30,9310.30,9599.77
2026-01-30T11:24:38.186460,36.578,441.40,189.60,3750.40,3781.04
2026-01-30T11:24:38.293557,36.685,2222.70,685.30,9520.90,9800.90
2026-01-30T11:24:38.294557,36.686,1314.80,-137.80,4349.30,4545.78
2026-01-30T11:24:38.403131,36.794,6276.60,-206.90,10963.20,12634.49
2026-01-30T11:24:38.403131,36.794,4322.50,-712.30,4010.50,5939.32
2026-01-30T11:24:38.511642,36.903,11797.20,-1489.60,7485.70,14050.93
2026-01-30T11:24:38.511642,36.903,6444.90,-1358.90,2266.90,6965.79
2026-01-30T11:24:38.619551,37.011,15924.70,-2910.50,5419.00,17071.40
2026-01-30T11:24:38.620058,37.011,8596.50,-2461.40,2006.80,9164.36
2026-01-30T11:24:38.726930,37.118,20143.80,-6010.60,7183.20,22214.82
2026-01-30T11:24:38.726930,37.118,11297.80,-4299.90,4493.30,12896.48
2026-01-30T11:24:38.835052,37.226,-23507.30,-9783.70,14140.70,29125.13
2026-01-30T11:24:38.835052,37.226,13366.80,-5699.00,7801.50,16492.83
2026-01-30T11:24:38.959434,37.351,-17243.90,-13909.60,18762.90,29032.32
2026-01-30T11:24:38.959434,37.351,18426.30,-9003.40,8928.00,22367.36
2026-01-30T11:24:38.959941,37.351,-5158.80,-23142.40,18165.10,29868.96
2026-01-30T11:24:39.074106,37.465,-23940.60,-16356.40,6754.80,29770.98
2026-01-30T11:24:39.075107,37.466,7088.50,4749.70,9990.40,13138.29
2026-01-30T11:24:39.183006,37.574,-21547.20,21713.30,4723.20,30952.51
2026-01-30T11:24:39.183006,37.574,3953.00,-9728.10,18257.10,21061.43
2026-01-30T11:24:39.291517,37.683,-23571.90,18459.20,15632.60,33775.06
2026-01-30T11:24:39.291517,37.683,451.90,-5354.30,-26600.00,27137.29
2026-01-30T11:24:39.291517,37.683,21929.00,-19109.60,32725.10,43783.44
2026-01-30T11:24:39.401531,37.793,-7873.00,-22642.30,-4534.50,24397.12
2026-01-30T11:24:39.401531,37.793,18264.80,-4589.00,35771.80,40426.27
2026-01-30T11:24:39.510320,37.901,-14233.20,7128.90,-14538.80,21558.80
2026-01-30T11:24:39.511320,37.902,14619.50,8401.80,26179.00,31139.37
2026-01-30T11:24:39.621618,38.013,22405.10,22048.20,-30220.40,43604.86
2026-01-30T11:24:39.621618,38.013,5515.10,12160.60,24455.90,27863.73
2026-01-30T11:24:39.731703,38.123,-213.50,22094.80,-32071.70,38946.37
2026-01-30T11:24:39.732703,38.124,-4012.10,8764.50,21747.90,23788.33
2026-01-30T11:24:39.841469,38.233,-11854.00,10957.50,-34680.40,38253.29
2026-01-30T11:24:39.841469,38.233,-7525.20,1434.80,18766.50,20269.90
2026-01-30T11:24:39.841469,38.233,-13756.30,-2538.00,31835.70,34773.40
2026-01-30T11:24:39.953634,38.345,-6530.90,-2818.10,11597.20,13604.76
2026-01-30T11:24:39.953634,38.345,-9495.10,-5614.10,19822.80,22685.20
2026-01-30T11:24:40.067038,38.458,-4265.90,-2997.60,7944.30,9502.39
2026-01-30T11:24:40.067038,38.458,-6507.60,-5381.30,17579.50,19502.46
2026-01-30T11:24:40.175616,38.567,-3083.10,-3390.40,8585.60,9732.05
2026-01-30T11:24:40.176616,38.568,-4404.80,-8516.00,20962.60,23051.14
2026-01-30T11:24:40.290523,38.682,-2174.40,-6419.90,11592.40,13428.58
2026-01-30T11:24:40.290523,38.682,-980.30,-17484.40,30768.50,35402.91
2026-01-30T11:24:40.290523,38.682,413.60,-11900.00,18727.80,22192.60
2026-01-30T11:24:40.399492,38.791,3733.00,-24241.90,-33518.80,41534.50
2026-01-30T11:24:40.399492,38.791,2581.00,-10821.50,23952.60,26410.10
2026-01-30T11:24:40.511524,38.903,9279.90,-14277.60,-26527.40,31522.52
2026-01-30T11:24:40.511524,38.903,5051.80,-2952.60,24607.20,25293.34
2026-01-30T11:24:40.637940,39.029,11041.00,1684.10,-31924.00,33821.32
2026-01-30T11:24:40.637940,39.029,5527.10,3430.20,20545.20,21550.41
2026-01-30T11:24:40.637940,39.029,13998.40,11552.30,36607.90,40860.12
2026-01-30T11:24:40.749894,39.141,8455.30,5626.10,19054.50,21592.11
2026-01-30T11:24:40.750896,39.142,17070.00,5931.80,-33412.30,37986.22
2026-01-30T11:24:40.863644,39.255,3952.30,-2541.00,23112.80,23585.57
2026-01-30T11:24:40.863644,39.255,-1104.90,-12240.90,37329.10,39300.41
2026-01-30T11:24:40.975668,39.367,-3707.90,-6961.40,11315.30,13792.96
2026-01-30T11:24:40.976668,39.368,-7496.00,-11761.80,15050.60,20519.52
2026-01-30T11:24:41.089881,39.481,-3669.60,-4902.90,4847.90,7810.67
2026-01-30T11:24:41.089881,39.481,-5677.00,-8139.00,11246.30,14998.36
2026-01-30T11:24:41.090888,39.482,-2885.60,-4293.80,4994.30,7190.72
2026-01-30T11:24:41.202674,39.594,-2376.40,-4371.20,4800.70,6913.85
2026-01-30T11:24:41.202674,39.594,-2190.10,-4079.80,4355.40,6356.95
2026-01-30T11:24:41.316593,39.708,-1908.50,-3500.80,3670.50,5419.46
2026-01-30T11:24:41.317593,39.709,-1696.00,-2668.70,3330.50,4592.45
2026-01-30T11:24:41.428416,39.820,-1608.10,-2022.10,2977.20,3941.90
2026-01-30T11:24:41.428416,39.820,-1445.90,-1868.90,2844.10,3697.61
2026-01-30T11:24:41.540954,39.932,-1488.00,-2144.50,3144.20,4086.44
2026-01-30T11:24:41.540954,39.932,-1532.30,-2845.90,3877.40,5047.90
2026-01-30T11:24:41.540954,39.932,-1288.20,-3988.20,5368.20,6810.49
2026-01-30T11:24:41.651411,40.043,-468.80,-5397.10,7567.90,9307.07
2026-01-30T11:24:41.652916,40.044,1285.50,-6489.80,10290.40,12233.66
2026-01-30T11:24:41.764112,40.155,3618.80,-6195.40,12370.40,14300.54
2026-01-30T11:24:41.764112,40.155,5799.70,-5157.50,12434.60,14657.95
2026-01-30T11:24:41.878059,40.269,7082.50,-4175.90,11193.10,13888.32
2026-01-30T11:24:41.878059,40.269,7268.70,-3277.00,9948.00,12748.94
2026-01-30T11:24:41.990021,40.381,7517.30,-2933.00,9640.70,12572.01
2026-01-30T11:24:41.990021,40.381,7077.20,-2738.50,9693.90,12310.88
2026-01-30T11:24:41.990021,40.381,5774.20,-2239.90,9853.60,11638.38
2026-01-30T11:24:42.101123,40.492,3217.80,-1396.50,9000.60,9659.98
2026-01-30T11:24:42.102128,40.493,1171.30,-370.60,6834.70,6944.24
2026-01-30T11:24:42.230872,40.622,171.00,191.10,4581.70,4588.87
2026-01-30T11:24:42.230872,40.622,-200.00,326.30,3218.00,3240.68
2026-01-30T11:24:42.343406,40.735,-313.40,479.50,2367.40,2435.72
2026-01-30T11:24:42.344406,40.736,-210.50,469.00,1740.60,1814.93
2026-01-30T11:24:42.344406,40.736,-195.50,402.20,1404.20,1473.69
2026-01-30T11:24:42.456864,40.848,-195.50,426.90,1210.60,1298.47
2026-01-30T11:24:42.456864,40.848,-156.40,429.20,956.50,1059.98
2026-01-30T11:24:42.568354,40.959,-130.10,366.10,851.20,935.68
2026-01-30T11:24:42.568354,40.959,-160.20,354.80,791.90,882.41
2026-01-30T11:24:42.679883,41.071,-77.60,315.00,662.50,737.67
2026-01-30T11:24:42.679883,41.071,-59.60,239.90,609.20,657.44
2026-01-30T11:24:42.790734,41.182,-97.10,221.20,614.10,659.91
2026-01-30T11:24:42.790734,41.182,-43.80,204.60,474.90,518.95
2026-01-30T11:24:42.791733,41.183,9.50,102.50,506.40,516.76
2026-01-30T11:24:42.898068,41.289,15.50,68.00,395.10,401.21
2026-01-30T11:24:42.898068,41.289,59.90,31.20,200.30,211.38
2026-01-30T11:24:43.007009,41.398,77.10,-34.20,172.40,191.93
2026-01-30T11:24:43.008009,41.399,20.10,-4.90,73.20,76.07
2026-01-30T11:24:43.115504,41.507,68.10,33.40,-35.70,83.83
2026-01-30T11:24:43.116504,41.508,37.30,-19.20,86.50,96.14
2026-01-30T11:24:43.226674,41.618,-36.30,37.90,40.50,66.29
2026-01-30T11:24:43.226674,41.618,-19.00,61.20,-17.50,66.43
2026-01-30T11:24:43.338977,41.730,-41.50,50.70,79.30,102.87
2026-01-30T11:24:43.339482,41.731,-71.60,112.30,28.40,136.18
2026-01-30T11:24:43.339482,41.731,-38.50,80.70,46.60,100.83
2026-01-30T11:24:43.447891,41.839,-4.70,68.70,122.80,140.79
2026-01-30T11:24:43.447891,41.839,-74.60,100.30,95.00,157.00
2026-01-30T11:24:43.556337,41.947,14.80,80.00,9.10,81.86
2026-01-30T11:24:43.556337,41.947,-31.80,82.20,59.90,106.56
2026-01-30T11:24:43.663529,42.055,-64.80,76.20,132.50,166.02
2026-01-30T11:24:43.664529,42.056,-25.80,101.00,15.10,105.33
2026-01-30T11:24:43.773037,42.164,-33.30,20.70,91.40,99.46
2026-01-30T11:24:43.773037,42.164,-66.30,102.50,145.80,190.16
2026-01-30T11:24:43.894594,42.286,-34.00,82.20,33.30,94.98
2026-01-30T11:24:43.894594,42.286,-15.20,56.70,79.30,98.66
2026-01-30T11:24:43.895595,42.287,-92.60,86.70,91.40,156.35
2026-01-30T11:24:44.002617,42.394,4.30,91.20,41.70,100.37
2026-01-30T11:24:44.002617,42.394,-31.80,35.70,91.40,103.15
2026-01-30T11:24:44.110862,42.502,-76.10,99.50,69.60,143.30
2026-01-30T11:24:44.110862,42.502,-51.30,79.20,41.70,103.17
2026-01-30T11:24:44.219550,42.611,-43.80,61.20,36.90,83.82
2026-01-30T11:24:44.219550,42.611,-2.50,23.70,103.50,106.21
2026-01-30T11:24:44.328004,42.719,-87.30,89.00,96.20,157.47
2026-01-30T11:24:44.328004,42.719,-12.20,65.70,84.10,107.42
2026-01-30T11:24:44.436833,42.828,-5.50,57.50,125.20,137.88
2026-01-30T11:24:44.436833,42.828,-50.50,73.20,59.90,107.22
2026-01-30T11:24:44.436833,42.828,-4.70,46.20,7.90,47.11
2026-01-30T11:24:44.546346,42.937,-45.30,20.70,81.70,95.68
2026-01-30T11:24:44.546346,42.937,-79.80,28.90,145.80,168.70
2026-01-30T11:24:44.653338,43.044,-39.30,67.20,65.90,102.00
2026-01-30T11:24:44.654344,43.045,-51.30,-16.10,64.70,84.12
2026-01-30T11:24:44.762516,43.154,-66.30,62.00,108.30,141.31
2026-01-30T11:24:44.762516,43.154,-73.10,90.50,33.30,121.01
2026-01-30T11:24:44.870351,43.261,-6.20,48.40,32.10,58.41
2026-01-30T11:24:44.870351,43.261,-58.80,61.20,115.60,143.41
2026-01-30T11:24:44.980521,43.372,-72.30,70.20,-0.60,100.78
2026-01-30T11:24:44.981520,43.373,-46.80,23.70,17.50,55.30
2026-01-30T11:24:45.091846,43.483,-52.00,30.40,97.40,114.52
2026-01-30T11:24:45.092852,43.484,-94.90,57.50,17.50,112.33
2026-01-30T11:24:45.092852,43.484,-41.50,50.70,20.00,68.50
2026-01-30T11:24:45.203957,43.595,-58.10,42.40,103.50,126.04
2026-01-30T11:24:45.203957,43.595,-73.10,79.20,13.90,108.67
2026-01-30T11:24:45.316914,43.708,-10.00,33.40,16.30,38.49
2026-01-30T11:24:45.316914,43.708,-55.80,34.90,105.90,124.69
2026-01-30T11:24:45.427593,43.819,-70.80,106.30,16.30,128.76
2026-01-30T11:24:45.428593,43.820,8.80,28.90,16.30,34.33
2026-01-30T11:24:45.551788,43.943,-69.30,40.90,86.50,118.14
2026-01-30T11:24:45.552788,43.944,-53.50,46.20,-15.10,72.28
2026-01-30T11:24:45.552788,43.944,-19.00,57.50,73.20,95.00
2026-01-30T11:24:45.663003,44.054,-58.10,30.40,80.50,103.83
2026-01-30T11:24:45.663003,44.054,-47.50,85.20,30.90,102.32
2026-01-30T11:24:45.772833,44.164,-6.20,30.40,27.20,41.26
2026-01-30T11:24:45.773833,44.165,-93.30,45.40,15.10,104.85
2026-01-30T11:24:45.884386,44.276,-99.40,100.30,47.80,149.08
2026-01-30T11:24:45.884893,44.276,-53.50,18.40,64.70,85.95
2026-01-30T11:24:45.995820,44.387,-58.80,24.40,109.50,126.66
2026-01-30T11:24:45.995820,44.387,-76.80,86.70,43.00,123.55
2026-01-30T11:24:45.996820,44.388,-1.00,77.70,-5.40,77.89
2026-01-30T11:24:46.106482,44.498,-42.30,34.90,40.50,68.17
2026-01-30T11:24:46.106482,44.498,-61.10,62.00,84.10,121.04
2026-01-30T11:24:46.217975,44.609,8.80,129.50,23.60,131.93
2026-01-30T11:24:46.219480,44.611,-28.00,48.40,90.10,106.04
2026-01-30T11:24:46.331024,44.722,-72.30,78.50,103.50,148.67
2026-01-30T11:24:46.331024,44.722,-17.50,59.00,-36.90,71.76
2026-01-30T11:24:46.445307,44.836,-1.00,27.40,119.20,122.31
2026-01-30T11:24:46.445307,44.836,-67.10,96.50,157.90,196.84
2026-01-30T11:24:46.446306,44.837,-50.50,76.20,76.80,119.39
2026-01-30T11:24:46.557582,44.949,-43.80,28.20,75.60,91.81
2026-01-30T11:24:46.558582,44.950,-58.80,60.50,90.10,123.43
2026-01-30T11:24:46.667884,45.059,-43.80,74.70,33.30,92.78
2026-01-30T11:24:46.667884,45.059,-20.50,13.10,98.60,101.56
2026-01-30T11:24:46.779562,45.171,-61.10,63.50,108.30,139.62
2026-01-30T11:24:46.779562,45.171,2.80,101.00,41.70,109.31
2026-01-30T11:24:46.889907,45.281,-25.80,9.40,87.70,91.90
2026-01-30T11:24:46.889907,45.281,-49.00,60.50,118.00,141.37
2026-01-30T11:24:46.890910,45.282,-49.80,56.70,53.80,92.68
2026-01-30T11:24:47.001813,45.393,-31.80,34.20,116.80,125.79
2026-01-30T11:24:47.002814,45.394,-73.80,91.20,108.30,159.66
2026-01-30T11:24:47.127243,45.518,-47.50,92.00,34.50,109.14
2026-01-30T11:24:47.127243,45.518,-7.00,38.70,86.50,95.02
2026-01-30T11:24:47.239237,45.630,-79.10,49.20,116.80,149.40
2026-01-30T11:24:47.239237,45.630,-43.80,43.90,63.50,88.76
2026-01-30T11:24:47.239237,45.630,-20.50,49.20,15.10,55.40
2026-01-30T11:24:47.349778,45.741,-52.00,39.40,46.60,80.17
2026-01-30T11:24:47.349778,45.741,-67.10,59.70,63.50,109.99
2026-01-30T11:24:47.464825,45.856,2.00,18.40,44.20,47.92
2026-01-30T11:24:47.464825,45.856,-46.00,13.90,134.90,143.20
2026-01-30T11:24:47.576128,45.967,-55.80,83.70,28.40,104.53
2026-01-30T11:24:47.576128,45.967,-27.30,106.30,36.90,115.79
2026-01-30T11:24:47.687348,46.078,-18.20,23.70,109.50,113.50
2026-01-30T11:24:47.687348,46.078,-19.80,65.00,119.20,137.21
2026-01-30T11:24:47.688349,46.079,-94.10,62.00,159.10,194.97
2026-01-30T11:24:47.797979,46.189,-91.80,67.20,46.60,122.94
2026-01-30T11:24:47.797979,46.189,-7.70,76.20,38.10,85.54
2026-01-30T11:24:47.906565,46.298,1.30,58.20,132.50,144.72
2026-01-30T11:24:47.906565,46.298,-79.80,42.40,82.90,122.63
2026-01-30T11:24:48.019475,46.411,-76.80,55.20,46.60,105.44
2026-01-30T11:24:48.019475,46.411,-18.20,55.90,30.90,66.41
2026-01-30T11:24:48.127833,46.519,-24.30,39.40,61.10,76.66
2026-01-30T11:24:48.127833,46.519,-24.30,56.70,102.20,119.37
2026-01-30T11:24:48.238479,46.630,-47.50,74.00,26.00,91.70
2026-01-30T11:24:48.239478,46.631,-10.70,15.40,82.90,84.99
2026-01-30T11:24:48.239478,46.631,-66.30,84.50,56.30,121.27
2026-01-30T11:24:48.349287,46.740,-42.30,77.70,12.70,89.37
2026-01-30T11:24:48.349287,46.740,-53.50,18.40,121.60,134.12
2026-01-30T11:24:48.474054,46.865,-77.60,90.50,137.30,181.83
2026-01-30T11:24:48.474054,46.865,-22.80,59.00,38.10,73.84
2026-01-30T11:24:48.583266,46.974,-12.20,41.70,82.90,93.60
2026-01-30T11:24:48.583266,46.974,-59.60,82.20,84.10,131.84
2026-01-30T11:24:48.705272,47.096,-71.60,101.80,41.70,131.26
2026-01-30T11:24:48.705272,47.096,0.50,71.00,27.20,76.03
2026-01-30T11:24:48.705272,47.096,14.80,27.40,74.40,80.65
2026-01-30T11:24:48.813427,47.205,-48.30,24.40,69.60,88.16
2026-01-30T11:24:48.813427,47.205,-43.80,46.20,-23.60,67.90
2026-01-30T11:24:48.922754,47.314,-47.50,43.20,47.80,80.05
2026-01-30T11:24:48.922754,47.314,7.30,31.90,51.40,60.93
2026-01-30T11:24:49.034440,47.426,-52.80,3.40,116.80,128.22
2026-01-30T11:24:49.034440,47.426,-67.10,59.00,90.10,126.89
2026-01-30T11:24:49.143939,47.535,-64.80,60.50,0.60,88.65
2026-01-30T11:24:49.144939,47.536,-22.00,52.90,7.90,57.83
2026-01-30T11:24:49.144939,47.536,-14.50,7.90,73.20,75.04
2026-01-30T11:24:49.253368,47.644,-69.30,43.90,111.90,138.75
2026-01-30T11:24:49.253368,47.644,-37.80,83.00,18.80,93.12
2026-01-30T11:24:49.360913,47.752,-66.30,55.20,39.30,94.80
2026-01-30T11:24:49.361910,47.753,-39.30,1.90,36.90,53.94
2026-01-30T11:24:49.470300,47.861,-29.50,40.20,103.50,114.88
2026-01-30T11:24:49.470300,47.861,-62.60,75.50,86.50,130.77
2026-01-30T11:24:49.581283,47.972,-54.30,49.20,24.80,77.36
2026-01-30T11:24:49.582283,47.972,-12.20,80.70,38.10,90.07
2026-01-30T11:24:49.691760,48.083,14.80,50.70,30.90,61.19
2026-01-30T11:24:49.691760,48.083,-25.00,46.20,79.30,95.12
2026-01-30T11:24:49.691760,48.083,-94.10,28.90,51.40,111.05
2026-01-30T11:24:49.802552,48.194,-96.40,69.50,49.00,128.55
2026-01-30T11:24:49.802552,48.194,8.80,34.20,5.40,35.72
2026-01-30T11:24:49.913356,48.304,-77.60,-12.40,124.00,146.80
2026-01-30T11:24:49.913356,48.304,-56.60,61.20,-11.50,84.15
2026-01-30T11:24:50.025486,48.417,-10.70,9.40,-27.20,30.70
2026-01-30T11:24:50.025486,48.417,19.30,43.90,120.40,129.60
2026-01-30T11:24:50.136089,48.527,-21.30,28.90,34.50,49.79
2026-01-30T11:24:50.136089,48.527,-4.00,51.40,28.40,58.86
2026-01-30T11:24:50.136089,48.527,-11.50,28.20,4.20,30.74
2026-01-30T11:24:50.245956,48.637,-15.20,35.70,103.50,110.53
2026-01-30T11:24:50.245956,48.637,-49.80,61.20,75.60,109.27
2026-01-30T11:24:50.369344,48.760,-70.10,62.70,9.10,94.49
2026-01-30T11:24:50.370350,48.761,-25.00,60.50,15.10,67.18
2026-01-30T11:24:50.481439,48.873,-10.00,24.40,80.50,84.71
2026-01-30T11:24:50.481439,48.873,-58.10,82.20,92.60,136.77
2026-01-30T11:24:50.593215,48.984,-28.80,83.70,-26.00,92.26
2026-01-30T11:24:50.593215,48.984,-41.50,28.20,88.90,102.08
2026-01-30T11:24:50.593215,48.984,-23.50,63.50,74.40,100.60
2026-01-30T11:24:50.704400,49.096,-82.80,58.20,0.60,101.21
2026-01-30T11:24:50.705400,49.097,-14.50,-8.60,-7.90,18.62
2026-01-30T11:24:50.814869,49.206,-81.30,22.90,65.90,107.13
2026-01-30T11:24:50.814869,49.206,-49.80,34.90,-17.50,63.28
2026-01-30T11:24:50.925856,49.317,9.50,65.00,-28.40,71.57
2026-01-30T11:24:50.925856,49.317,-14.50,53.70,55.10,78.29
2026-01-30T11:24:51.037221,49.428,-43.80,75.50,21.20,89.82
2026-01-30T11:24:51.037221,49.428,-43.80,76.20,5.40,88.06
2026-01-30T11:24:51.037221,49.428,-43.80,77.70,-22.40,91.96
2026-01-30T11:24:51.147901,49.539,-19.00,75.50,11.50,78.70
2026-01-30T11:24:51.147901,49.539,-10.70,22.20,87.70,91.10
2026-01-30T11:24:51.262206,49.653,-46.00,21.40,115.60,126.24
2026-01-30T11:24:51.262206,49.653,-55.80,73.20,28.40,96.32
2026-01-30T11:24:51.372731,49.764,16.30,12.40,26.00,33.10
2026-01-30T11:24:51.372731,49.764,-61.80,1.90,85.30,105.35
2026-01-30T11:24:51.483711,49.875,-36.30,68.70,49.00,91.86
2026-01-30T11:24:51.484710,49.876,-29.50,68.70,-1.80,74.79
2026-01-30T11:24:51.596741,49.988,-24.30,34.90,51.40,66.71
2026-01-30T11:24:51.596741,49.988,-61.80,95.80,27.20,117.20
2026-01-30T11:24:51.596741,49.988,3.50,45.40,4.20,45.73
2026-01-30T11:24:51.711715,50.103,-67.80,22.90,127.70,146.38
2026-01-30T11:24:51.712714,50.104,-63.30,45.40,35.70,85.69
2026-01-30T11:24:51.825337,50.216,-38.50,48.40,43.00,75.32
2026-01-30T11:24:51.825337,50.216,-49.00,14.60,108.30,119.76
2026-01-30T11:24:51.962336,50.353,-44.50,38.70,26.00,64.45
2026-01-30T11:24:51.963336,50.354,-19.00,29.70,80.50,87.88
2026-01-30T11:24:51.963336,50.354,-79.80,-10.90,85.30,117.32
2026-01-30T11:24:52.076439,50.468,-77.60,74.70,45.40,116.89
2026-01-30T11:24:52.076439,50.468,1.30,24.40,15.10,28.72
2026-01-30T11:24:52.187737,50.579,-67.10,44.70,109.50,135.98
2026-01-30T11:24:52.187737,50.579,-32.50,47.70,43.00,71.98
2026-01-30T11:24:52.189689,50.581,-7.00,10.90,6.70,14.58
2026-01-30T11:24:52.303890,50.695,-42.30,22.90,81.70,94.81
2026-01-30T11:24:52.303890,50.695,-42.30,43.20,5.40,60.70
2026-01-30T11:24:52.417721,50.809,6.50,27.40,-39.30,48.35
2026-01-30T11:24:52.419226,50.810,-56.60,-1.10,137.30,148.51
2026-01-30T11:24:52.533242,50.924,-37.80,37.20,24.80,58.55
2026-01-30T11:24:52.533242,50.924,-21.30,32.70,24.80,46.24
2026-01-30T11:24:52.651373,51.042,-73.10,31.90,61.10,100.47
2026-01-30T11:24:52.651373,51.042,-66.30,35.70,7.90,75.71
2026-01-30T11:24:52.651373,51.042,-25.00,27.40,-17.50,41.01
2026-01-30T11:24:52.764177,51.155,-94.90,22.20,58.70,113.77
2026-01-30T11:24:52.764177,51.155,-55.00,47.70,20.00,75.50
2026-01-30T11:24:52.875325,51.266,-27.30,25.90,-0.60,37.64
2026-01-30T11:24:52.875325,51.266,-67.80,34.90,47.80,90.00
2026-01-30T11:24:52.983316,51.374,13.30,54.40,-33.30,65.15
2026-01-30T11:24:52.983316,51.374,-34.00,34.90,97.40,108.91
2026-01-30T11:24:53.092744,51.484,-52.80,64.20,56.30,100.40
2026-01-30T11:24:53.092744,51.484,-12.20,71.70,-0.60,72.73
2026-01-30T11:24:53.092744,51.484,2.80,19.90,56.30,59.78
